batting_team,bowling_team,venue,season,target,over,runs_scored,wickets_lost,runs_needed,balls_left,crr,rrr,result
Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,2007,167,12,114,4,53,34,9.5,9.35,1
Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,2007,167,13,127,4,40,27,9.77,8.89,1
Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,2007,167,14,142,4,25,21,10.14,7.14,1
Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,2007,167,15,152,4,15,15,10.13,6.0,1
Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,2007,167,16,154,4,13,9,9.62,8.67,1
Rajasthan Royals,Punjab Kings,Sawai Mansingh Stadium,2007,167,17,164,4,3,2,9.65,9.0,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,1,18,0,125,108,18.0,6.94,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,2,30,0,113,102,15.0,6.65,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,3,32,1,111,96,10.67,6.94,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,4,37,1,106,90,9.25,7.07,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,5,48,1,95,83,9.6,6.87,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,6,55,1,88,77,9.17,6.86,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,7,60,1,83,71,8.57,7.01,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,8,83,1,60,64,10.38,5.62,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,9,95,1,48,58,10.56,4.97,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,10,100,1,43,52,10.0,4.96,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,11,112,1,31,44,10.18,4.23,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,143,12,142,1,1,38,11.83,0.16,1
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,1,13,1,196,106,13.0,11.09,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,2,25,1,184,100,12.5,11.04,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,3,31,2,178,94,10.33,11.36,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,4,50,2,159,88,12.5,10.84,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,5,52,2,157,82,10.4,11.49,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,6,57,2,152,76,9.5,12.0,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,7,68,2,141,69,9.71,12.26,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,8,75,2,134,63,9.38,12.76,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,9,83,3,126,57,9.22,13.26,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,10,90,3,119,48,9.0,14.88,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,11,99,4,110,42,9.0,15.71,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,12,110,4,99,35,9.17,16.97,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,13,130,4,79,29,10.0,16.34,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,14,134,5,75,23,9.57,19.57,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,15,147,6,62,17,9.8,21.88,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,16,168,6,41,11,10.5,22.36,0
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007,209,17,181,6,28,5,10.65,33.6,0
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,1,14,0,201,108,14.0,11.17,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,2,19,1,196,102,9.5,11.53,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,3,35,1,180,95,11.67,11.37,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,4,57,1,158,89,14.25,10.65,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,5,73,1,142,83,14.6,10.27,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,6,82,1,133,77,13.67,10.36,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,7,98,1,117,71,14.0,9.89,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,8,110,1,105,65,13.75,9.69,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,9,114,2,101,59,12.67,10.27,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,10,121,2,94,53,12.1,10.64,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,11,126,3,89,47,11.45,11.36,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,12,134,3,81,41,11.17,11.85,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,13,139,3,76,35,10.69,13.03,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,14,159,3,56,29,11.36,11.59,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,15,176,3,39,23,11.73,10.17,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,16,186,3,29,17,11.62,10.24,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,17,192,5,23,10,11.29,13.8,1
Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2007,215,18,198,7,17,3,11.0,34.0,1
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,1,14,0,169,107,14.0,9.48,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,2,18,2,165,101,9.0,9.8,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,3,21,2,162,94,7.0,10.34,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,4,34,2,149,88,8.5,10.16,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,5,39,2,144,82,7.8,10.54,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,6,46,2,137,75,7.67,10.96,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,7,61,2,122,68,8.71,10.76,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,8,65,3,118,62,8.12,11.42,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,9,67,4,116,56,7.44,12.43,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,10,68,4,115,50,6.8,13.8,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,11,90,4,93,44,8.18,12.68,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,12,94,5,89,38,7.83,14.05,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,13,98,7,85,32,7.54,15.94,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,14,101,7,82,26,7.21,18.92,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,15,105,8,78,20,7.0,23.4,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,16,106,8,77,14,6.62,33.0,0
Mumbai Indians,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2007,183,17,113,9,70,7,6.65,60.0,0
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,1,18,1,118,108,18.0,6.56,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,2,25,1,111,102,12.5,6.53,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,3,31,2,105,96,10.33,6.56,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,4,39,2,97,89,9.75,6.54,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,5,45,2,91,83,9.0,6.58,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,6,52,2,84,77,8.67,6.55,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,7,61,2,75,71,8.71,6.34,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,8,68,2,68,65,8.5,6.28,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,9,73,2,63,58,8.11,6.52,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,10,79,2,57,52,7.9,6.58,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,11,83,2,53,46,7.55,6.91,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,12,91,2,45,40,7.58,6.75,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,13,117,2,19,34,9.0,3.35,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,14,121,2,15,28,8.64,3.21,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,15,130,3,6,22,8.67,1.64,1
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,2007,136,16,134,3,2,16,8.38,0.75,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,1,8,0,140,107,8.0,7.85,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,2,18,0,130,100,9.0,7.8,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,3,25,0,123,93,8.33,7.94,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,4,35,0,113,87,8.75,7.79,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,5,45,0,103,81,9.0,7.63,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,6,55,0,93,75,9.17,7.44,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,7,66,0,82,68,9.43,7.24,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,8,72,1,76,62,9.0,7.35,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,9,77,1,71,56,8.56,7.61,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,10,81,1,67,50,8.1,8.04,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,11,90,1,58,44,8.18,7.91,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,12,95,1,53,38,7.92,8.37,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,13,107,1,41,32,8.23,7.69,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,14,121,1,27,26,8.64,6.23,1
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2007,148,15,139,1,9,19,9.27,2.84,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,1,20,0,135,108,20.0,7.5,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,2,29,0,126,102,14.5,7.41,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,3,37,0,118,96,12.33,7.38,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,4,47,0,108,90,11.75,7.2,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,5,60,0,95,83,12.0,6.87,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,6,83,0,72,77,13.83,5.61,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,7,97,0,58,70,13.86,4.97,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,8,108,0,47,64,13.5,4.41,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,9,130,0,25,57,14.44,2.63,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,2007,155,10,147,0,8,49,14.7,0.98,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,1,11,2,148,108,11.0,8.22,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,2,21,2,138,102,10.5,8.12,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,3,34,2,125,96,11.33,7.81,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,4,43,2,116,90,10.75,7.73,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,5,55,2,104,84,11.0,7.43,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,6,62,2,97,78,10.33,7.46,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,7,70,3,89,70,10.0,7.63,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,8,75,3,84,64,9.38,7.88,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,9,81,3,78,58,9.0,8.07,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,10,89,3,70,51,8.9,8.24,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,11,103,3,56,44,9.36,7.64,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,12,114,3,45,38,9.5,7.11,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,13,119,4,40,31,9.15,7.74,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,14,123,4,36,25,8.79,8.64,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,15,133,4,26,19,8.87,8.21,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,16,142,5,17,13,8.88,7.85,1
Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",2007,159,17,155,6,4,6,9.12,4.0,1
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,1,12,0,167,106,12.0,9.45,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,2,13,0,166,100,6.5,9.96,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,3,20,1,159,94,6.67,10.15,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,4,32,1,147,88,8.0,10.02,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,5,45,1,134,82,9.0,9.8,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,6,56,1,123,74,9.33,9.97,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,7,69,1,110,68,9.86,9.71,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,8,82,1,97,61,10.25,9.54,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,9,93,1,86,55,10.33,9.38,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,10,102,2,77,49,10.2,9.43,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,11,111,2,68,43,10.09,9.49,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,12,119,2,60,37,9.92,9.73,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,13,127,2,52,31,9.77,10.06,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,14,132,3,47,24,9.43,11.75,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,15,140,4,39,18,9.33,13.0,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,16,148,6,31,12,9.25,15.5,0
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2007,179,17,154,7,25,6,9.06,25.0,0
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,1,16,0,122,106,16.0,6.91,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,2,17,1,121,99,8.5,7.33,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,3,25,2,113,93,8.33,7.29,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,4,29,3,109,87,7.25,7.52,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,5,38,3,100,81,7.6,7.41,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,6,43,3,95,75,7.17,7.6,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,7,47,3,91,69,6.71,7.91,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,8,63,3,75,62,7.88,7.26,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,9,69,3,69,55,7.67,7.53,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,2007,138,10,75,3,63,49,7.5,7.71,1
